incident_id,delivery_id,incident_date,incident_type,resolution_status,delivery_status
INC021562,D0094413,2024-10-08,Customer complaint,Escalated,VALID
INC021563,D0094418,2024-10-30,Late delivery,Resolved,VALID
INC021564,D0094420,2024-10-06,Damaged parcel,Resolved,VALID
INC021565,D0094431,2024-10-13,Late delivery,Resolved,VALID
INC021566,D0094437,2024-10-28,Lost parcel,Resolved,VALID
INC021567,D0094443,2024-10-06,Vehicle breakdown,Resolved,VALID
INC021568,D0094445,2024-10-21,Customer complaint,Resolved,VALID
INC021569,D0094458,2024-11-03,Late delivery,Escalated,VALID
INC021570,D0094460,2024-11-16,Late delivery,Resolved,VALID
INC021571,D0094468,2024-11-10,Damaged parcel,Resolved,VALID
INC021572,D0094470,2024-11-16,Wrong address,Escalated,VALID
INC021573,D0094482,2024-11-14,Damaged parcel,Resolved,VALID
INC021574,D0094483,2024-11-09,Wrong address,Escalated,VALID
INC021575,D0094486,2024-11-28,Lost parcel,Resolved,VALID
INC021576,D0094491,2024-11-26,Late delivery,Resolved,VALID
INC021577,D0094497,2024-11-21,Late delivery,Resolved,VALID
INC021578,D0094500,2024-11-11,Late delivery,Resolved,VALID
INC021579,D0094502,2024-11-29,Vehicle breakdown,Escalated,VALID
INC021580,D0094511,2024-11-09,Lost parcel,Resolved,VALID
INC021581,D0094513,2024-11-26,Late delivery,Resolved,VALID
INC021582,D0094514,2024-11-19,Wrong address,Resolved,VALID
INC021583,D0094515,2024-11-05,Lost parcel,Resolved,VALID
INC021584,D0094519,2024-11-25,Vehicle breakdown,Resolved,VALID
INC021585,D0094526,2024-11-17,Customer complaint,Resolved,VALID
INC021586,D0094528,2024-11-17,Wrong address,Resolved,VALID
INC021587,D0094533,2024-11-06,Wrong address,Resolved,VALID
INC021588,D0094541,2024-11-08,Late delivery,Resolved,VALID
INC021589,D0094543,2024-11-22,Damaged parcel,Resolved,VALID
INC021590,D0094545,2024-11-21,Wrong address,Resolved,VALID
INC021591,D0094547,2024-11-19,Customer complaint,Resolved,VALID
INC021592,D0094554,2024-11-19,Damaged parcel,Resolved,VALID
INC021593,D0094558,2024-11-25,Late delivery,Resolved,VALID
INC021594,D0094561,2024-11-17,Late delivery,Resolved,VALID
INC021595,D0094566,2024-11-04,Late delivery,Resolved,VALID
INC021596,D0094567,2024-11-30,Customer complaint,Resolved,VALID
INC021597,D0094574,2024-11-25,Damaged parcel,Resolved,VALID
INC021598,D0094575,2024-11-16,Vehicle breakdown,Resolved,VALID
INC021599,D0094576,2024-11-28,Late delivery,Resolved,VALID
INC021600,D0094577,2024-11-26,Late delivery,Pending,VALID
INC021601,D0094579,2024-11-17,Wrong address,Resolved,VALID
INC021602,D0094588,2024-11-25,Vehicle breakdown,Resolved,VALID
INC021603,D0094592,2024-11-09,Late delivery,Resolved,VALID
INC021604,D0094600,2024-11-04,Damaged parcel,Resolved,VALID
INC021605,D0094602,2024-11-29,Vehicle breakdown,Pending,VALID
INC021606,D0094617,2024-12-25,Late delivery,Pending,VALID
INC021607,D0094619,2024-12-21,Late delivery,Resolved,VALID
INC021608,D0094621,2024-12-19,Vehicle breakdown,Resolved,VALID
INC021609,D0094622,2024-12-14,Customer complaint,Resolved,VALID
INC021610,D0094628,2024-12-06,Late delivery,Resolved,VALID
INC021611,D0094630,2024-12-13,Late delivery,Resolved,VALID
INC021612,D0094645,2024-12-15,Vehicle breakdown,Resolved,VALID
INC021613,D0094653,2024-12-06,Lost parcel,Resolved,VALID
INC021614,D0094657,2024-12-21,Customer complaint,Resolved,VALID
INC021615,D0094663,2024-12-19,Wrong address,Resolved,VALID
INC021616,D0094671,2024-12-23,Late delivery,Resolved,VALID
INC021617,D0094673,2024-12-27,Lost parcel,Resolved,VALID
INC021618,D0094680,2024-12-04,Vehicle breakdown,Resolved,VALID
INC021619,D0094684,2024-12-31,Wrong address,Resolved,VALID
INC021620,D0094686,2024-12-11,Late delivery,Resolved,VALID
INC021621,D0094687,2024-12-11,Late delivery,Resolved,VALID
INC021622,D0094692,2024-12-22,Damaged parcel,Resolved,VALID
INC021623,D0094702,2024-12-05,Damaged parcel,Escalated,VALID
INC021624,D0094707,2024-12-09,Wrong address,Resolved,VALID
INC021625,D0094712,2024-12-20,Damaged parcel,Escalated,VALID
INC021626,D0094715,2024-12-18,Customer complaint,Escalated,VALID
INC021627,D0094718,2024-12-11,Customer complaint,Pending,VALID
INC021628,D0094723,2024-12-08,Late delivery,Resolved,VALID
INC021629,D0094749,2024-12-05,Late delivery,Resolved,VALID
INC021630,D0094752,2024-12-04,Customer complaint,Resolved,VALID
INC021631,D0094758,2024-12-21,Late delivery,Pending,VALID
INC021632,D0094762,2024-12-10,Late delivery,Resolved,VALID
INC021633,D0094768,2024-12-28,Wrong address,Resolved,VALID
INC021634,D0094779,2024-12-03,Vehicle breakdown,Resolved,VALID
INC021635,D0094783,2024-12-05,Lost parcel,Resolved,VALID
INC021636,D0094789,2024-12-25,Late delivery,Resolved,VALID
INC021637,D0094791,2024-12-26,Lost parcel,Resolved,VALID
INC021638,D0094793,2025-01-01,Late delivery,Resolved,VALID
INC021639,D0094809,2025-01-05,Wrong address,Resolved,VALID
INC021640,D0094816,2025-01-06,Customer complaint,Resolved,VALID
INC021641,D0094818,2025-01-06,Wrong address,Resolved,VALID
INC021642,D0094823,2025-01-26,Lost parcel,Resolved,VALID
INC021643,D0094825,2025-01-24,Customer complaint,Resolved,VALID
INC021644,D0094826,2025-01-19,Late delivery,Resolved,VALID
INC021645,D0094827,2025-01-17,Customer complaint,Resolved,VALID
INC021646,D0094828,2025-01-01,Late delivery,Resolved,VALID
INC021647,D0094838,2025-01-17,Damaged parcel,Resolved,VALID
INC021648,D0094839,2025-01-31,Customer complaint,Resolved,VALID
INC021649,D0094840,2025-01-15,Customer complaint,Resolved,VALID
INC021650,D0094843,2025-01-06,Damaged parcel,Resolved,VALID
INC021651,D0094844,2025-01-16,Wrong address,Resolved,VALID
INC021652,D0094850,2025-01-08,Vehicle breakdown,Escalated,VALID
INC021653,D0094851,2025-01-25,Customer complaint,Resolved,VALID
INC021654,D0094853,2025-01-31,Vehicle breakdown,Resolved,VALID
INC021655,D0094859,2025-01-11,Customer complaint,Resolved,VALID
INC021656,D0094860,2025-01-22,Late delivery,Resolved,VALID
INC021657,D0094875,2025-01-10,Late delivery,Resolved,VALID
INC021658,D0094876,2025-01-31,Customer complaint,Resolved,VALID
INC021659,D0094878,2025-01-11,Damaged parcel,Escalated,VALID
INC021660,D0094881,2025-01-09,Damaged parcel,Resolved,VALID
INC021661,D0094883,2025-01-08,Customer complaint,Pending,VALID
INC021662,D0094887,2025-01-01,Customer complaint,Pending,VALID
INC021663,D0094893,2025-01-13,Late delivery,Escalated,VALID
INC021664,D0094896,2025-01-02,Damaged parcel,Resolved,VALID
INC021665,D0094899,2025-01-27,Late delivery,Resolved,VALID
INC021666,D0094901,2025-01-10,Wrong address,Resolved,VALID
INC021667,D0094909,2025-02-04,Damaged parcel,Resolved,VALID
INC021668,D0094915,2025-02-02,Damaged parcel,Resolved,VALID
INC021669,D0094916,2025-02-09,Late delivery,Resolved,VALID
INC021670,D0094917,2025-02-20,Wrong address,Resolved,VALID
INC021671,D0094924,2025-02-15,Late delivery,Resolved,VALID
INC021672,D0094931,2025-02-15,Vehicle breakdown,Resolved,VALID
INC021673,D0094935,2025-02-28,Lost parcel,Resolved,VALID
INC021674,D0094937,2025-02-16,Damaged parcel,Resolved,VALID
INC021675,D0094938,2025-02-17,Customer complaint,Resolved,VALID
INC021676,D0094940,2025-02-07,Damaged parcel,Resolved,VALID
INC021677,D0094953,2025-02-02,Customer complaint,Resolved,VALID
INC021678,D0094954,2025-02-27,Damaged parcel,Escalated,VALID
INC021679,D0094961,2025-02-03,Late delivery,Resolved,VALID
INC021680,D0094962,2025-02-19,Customer complaint,Escalated,VALID
INC021681,D0094964,2025-02-03,Lost parcel,Resolved,VALID
INC021682,D0094965,2025-02-01,Damaged parcel,Resolved,VALID
INC021683,D0094968,2025-02-21,Damaged parcel,Resolved,VALID
INC021684,D0094969,2025-02-18,Vehicle breakdown,Resolved,VALID
INC021685,D0094970,2025-02-09,Vehicle breakdown,Resolved,VALID
INC021686,D0094971,2025-02-12,Wrong address,Escalated,VALID
INC021687,D0094975,2025-02-26,Wrong address,Resolved,VALID
INC021688,D0094984,2025-02-04,Customer complaint,Resolved,VALID
INC021689,D0094987,2025-02-07,Late delivery,Resolved,VALID
INC021690,D0094991,2025-02-04,Damaged parcel,Resolved,VALID
INC021691,D0094996,2025-02-12,Vehicle breakdown,Pending,VALID
INC021692,D0095000,2025-02-21,Customer complaint,Resolved,VALID
INC021693,D0095010,2025-03-05,Damaged parcel,Resolved,VALID
INC021694,D0095014,2025-03-15,Lost parcel,Resolved,VALID
INC021695,D0095015,2025-03-30,Late delivery,Escalated,VALID
INC021696,D0095021,2025-03-23,Customer complaint,Escalated,VALID
INC021697,D0095026,2025-03-07,Late delivery,Resolved,VALID
INC021698,D0095028,2025-03-21,Damaged parcel,Resolved,VALID
INC021699,D0095030,2025-03-26,Damaged parcel,Resolved,VALID
INC021700,D0095032,2025-03-14,Vehicle breakdown,Resolved,VALID
INC021701,D0095034,2025-03-18,Customer complaint,Resolved,VALID
INC021702,D0095035,2025-03-31,Customer complaint,Pending,VALID
INC021703,D0095038,2025-03-28,Late delivery,Resolved,VALID
INC021704,D0095043,2025-03-23,Wrong address,Resolved,VALID
INC021705,D0095050,2025-03-23,Customer complaint,Escalated,VALID
INC021706,D0095052,2025-03-16,Damaged parcel,Escalated,VALID
INC021707,D0095053,2025-03-17,Late delivery,Pending,VALID
INC021708,D0095055,2025-03-07,Customer complaint,Escalated,VALID
INC021709,D0095057,2025-03-17,Customer complaint,Resolved,VALID
INC021710,D0095059,2025-03-13,Late delivery,Pending,VALID
INC021711,D0095060,2025-03-11,Customer complaint,Resolved,VALID
INC021712,D0095068,2025-03-03,Vehicle breakdown,Resolved,VALID
INC021713,D0095077,2025-03-07,Late delivery,Pending,VALID
INC021714,D0095078,2025-03-05,Wrong address,Resolved,VALID
INC021715,D0095084,2025-03-08,Damaged parcel,Resolved,VALID
INC021716,D0095085,2025-03-30,Damaged parcel,Pending,VALID
INC021717,D0095086,2025-03-15,Wrong address,Escalated,VALID
INC021718,D0095088,2025-03-21,Vehicle breakdown,Resolved,VALID
INC021719,D0095089,2025-03-24,Customer complaint,Resolved,VALID
INC021720,D0095090,2025-03-28,Damaged parcel,Pending,VALID
INC021721,D0095091,2025-03-28,Late delivery,Escalated,VALID
INC021722,D0095097,2025-03-20,Wrong address,Resolved,VALID
INC021723,D0095098,2025-03-09,Vehicle breakdown,Escalated,VALID
INC021724,D0095106,2025-03-09,Damaged parcel,Resolved,VALID
INC021725,D0095111,2025-03-26,Late delivery,Resolved,VALID
INC021726,D0095112,2025-03-22,Late delivery,Resolved,VALID
INC021727,D0095122,2025-03-08,Late delivery,Resolved,VALID
INC021728,D0095124,2025-03-20,Late delivery,Escalated,VALID
INC021729,D0095128,2025-03-12,Customer complaint,Resolved,VALID
INC021730,D0095136,2025-04-23,Customer complaint,Resolved,VALID
INC021731,D0095140,2025-04-10,Damaged parcel,Resolved,VALID
INC021732,D0095142,2025-04-15,Customer complaint,Resolved,VALID
INC021733,D0095143,2025-04-29,Vehicle breakdown,Pending,VALID
INC021734,D0095148,2025-04-22,Damaged parcel,Resolved,VALID
INC021735,D0095149,2025-04-05,Wrong address,Escalated,VALID
INC021736,D0095151,2025-04-25,Damaged parcel,Resolved,VALID
INC021737,D0095152,2025-04-03,Customer complaint,Resolved,VALID
INC021738,D0095155,2025-04-02,Customer complaint,Escalated,VALID
INC021739,D0095160,2025-04-30,Wrong address,Resolved,VALID
INC021740,D0095161,2025-04-19,Damaged parcel,Escalated,VALID
INC021741,D0095162,2025-04-09,Vehicle breakdown,Resolved,VALID
INC021742,D0095169,2025-04-29,Late delivery,Resolved,VALID
INC021743,D0095175,2025-04-27,Customer complaint,Resolved,VALID
INC021744,D0095177,2025-04-16,Damaged parcel,Resolved,VALID
INC021745,D0095184,2025-04-03,Damaged parcel,Escalated,VALID
INC021746,D0095186,2025-04-11,Vehicle breakdown,Resolved,VALID
INC021747,D0095191,2025-04-10,Wrong address,Resolved,VALID
INC021748,D0095193,2025-04-04,Damaged parcel,Resolved,VALID
INC021749,D0095196,2025-04-01,Customer complaint,Resolved,VALID
INC021750,D0095201,2025-04-27,Customer complaint,Resolved,VALID
INC021751,D0095205,2025-04-06,Vehicle breakdown,Resolved,VALID
INC021752,D0095209,2025-04-15,Late delivery,Pending,VALID
INC021753,D0095218,2025-04-06,Late delivery,Resolved,VALID
INC021754,D0095227,2025-04-28,Damaged parcel,Resolved,VALID
INC021755,D0095228,2025-04-15,Vehicle breakdown,Resolved,VALID
INC021756,D0095229,2025-04-03,Damaged parcel,Resolved,VALID
INC021757,D0095236,2025-04-10,Vehicle breakdown,Resolved,VALID
INC021758,D0095237,2025-04-04,Damaged parcel,Resolved,VALID
INC021759,D0095244,2025-04-10,Customer complaint,Resolved,VALID
INC021760,D0095247,2025-04-06,Lost parcel,Pending,VALID
INC021761,D0095251,2025-04-15,Lost parcel,Resolved,VALID
INC021762,D0095254,2025-05-04,Customer complaint,Escalated,VALID
INC021763,D0095257,2025-05-22,Late delivery,Resolved,VALID
INC021764,D0095258,2025-05-31,Wrong address,Resolved,VALID
INC021765,D0095260,2025-05-28,Vehicle breakdown,Resolved,VALID
INC021766,D0095266,2025-05-23,Customer complaint,Resolved,VALID
INC021767,D0095268,2025-05-10,Damaged parcel,Pending,VALID
INC021768,D0095270,2025-05-15,Vehicle breakdown,Pending,VALID
INC021769,D0095274,2025-05-17,Customer complaint,Resolved,VALID
INC021770,D0095277,2025-05-28,Vehicle breakdown,Resolved,VALID
INC021771,D0095281,2025-05-04,Damaged parcel,Resolved,VALID
INC021772,D0095283,2025-05-17,Damaged parcel,Resolved,VALID
INC021773,D0095284,2025-05-19,Customer complaint,Escalated,VALID
INC021774,D0095286,2025-05-26,Lost parcel,Resolved,VALID
INC021775,D0095287,2025-05-17,Late delivery,Resolved,VALID
INC021776,D0095288,2025-05-26,Late delivery,Resolved,VALID
INC021777,D0095290,2025-05-20,Customer complaint,Resolved,VALID
INC021778,D0095291,2025-05-02,Customer complaint,Resolved,VALID
INC021779,D0095294,2025-05-27,Damaged parcel,Resolved,VALID
INC021780,D0095295,2025-05-29,Wrong address,Resolved,VALID
INC021781,D0095296,2025-05-06,Vehicle breakdown,Escalated,VALID
INC021782,D0095298,2025-05-15,Vehicle breakdown,Resolved,VALID
INC021783,D0095299,2025-05-28,Vehicle breakdown,Escalated,VALID
INC021784,D0095301,2025-05-09,Vehicle breakdown,Resolved,VALID
INC021785,D0095302,2025-05-24,Wrong address,Resolved,VALID
INC021786,D0095303,2025-05-14,Customer complaint,Escalated,VALID
INC021787,D0095305,2025-05-09,Late delivery,Resolved,VALID
INC021788,D0095311,2025-05-09,Damaged parcel,Resolved,VALID
INC021789,D0095312,2025-05-11,Vehicle breakdown,Resolved,VALID
INC021790,D0095316,2025-05-18,Damaged parcel,Resolved,VALID
INC021791,D0095321,2025-05-26,Damaged parcel,Pending,VALID
INC021792,D0095322,2025-05-01,Damaged parcel,Resolved,VALID
INC021793,D0095327,2025-05-05,Late delivery,Resolved,VALID
INC021794,D0095334,2025-05-30,Vehicle breakdown,Resolved,VALID
INC021795,D0095337,2025-05-02,Customer complaint,Resolved,VALID
INC021796,D0095349,2025-05-01,Customer complaint,Resolved,VALID
INC021797,D0095350,2025-05-09,Damaged parcel,Escalated,VALID
INC021798,D0095363,2025-05-27,Wrong address,Resolved,VALID
INC021799,D0095364,2025-05-11,Damaged parcel,Resolved,VALID
INC021800,D0095367,2025-05-17,Late delivery,Resolved,VALID
INC021801,D0095375,2025-06-17,Vehicle breakdown,Resolved,VALID
INC021802,D0095380,2025-06-15,Wrong address,Resolved,VALID
INC021803,D0095382,2025-06-16,Damaged parcel,Resolved,VALID
INC021804,D0095384,2025-06-21,Vehicle breakdown,Resolved,VALID
INC021805,D0095390,2025-06-21,Wrong address,Resolved,VALID
INC021806,D0095391,2025-06-30,Lost parcel,Resolved,VALID
INC021807,D0095392,2025-06-07,Lost parcel,Resolved,VALID
INC021808,D0095394,2025-06-28,Lost parcel,Resolved,VALID
INC021809,D0095398,2025-06-17,Damaged parcel,Resolved,VALID
INC021810,D0095402,2025-06-03,Damaged parcel,Resolved,VALID
INC021811,D0095406,2025-06-27,Late delivery,Pending,VALID
INC021812,D0095413,2025-06-18,Vehicle breakdown,Resolved,VALID
INC021813,D0095414,2025-06-21,Wrong address,Resolved,VALID
INC021814,D0095421,2025-06-08,Customer complaint,Resolved,VALID
INC021815,D0095423,2025-06-18,Vehicle breakdown,Resolved,VALID
INC021816,D0095428,2025-06-14,Damaged parcel,Resolved,VALID
INC021817,D0095431,2025-06-02,Late delivery,Resolved,VALID
INC021818,D0095438,2025-06-10,Late delivery,Resolved,VALID
INC021819,D0095440,2025-06-28,Damaged parcel,Resolved,VALID
INC021820,D0095441,2025-06-16,Vehicle breakdown,Resolved,VALID
INC021821,D0095442,2025-06-01,Vehicle breakdown,Resolved,VALID
INC021822,D0095443,2025-06-07,Damaged parcel,Resolved,VALID
INC021823,D0095444,2025-06-29,Vehicle breakdown,Resolved,VALID
INC021824,D0095446,2025-06-05,Vehicle breakdown,Resolved,VALID
INC021825,D0095447,2025-06-04,Customer complaint,Resolved,VALID
INC021826,D0095448,2025-06-28,Customer complaint,Resolved,VALID
INC021827,D0095455,2025-06-11,Customer complaint,Resolved,VALID
INC021828,D0095457,2025-06-26,Damaged parcel,Pending,VALID
INC021829,D0095458,2025-06-20,Lost parcel,Resolved,VALID
INC021830,D0095460,2025-06-04,Late delivery,Pending,VALID
INC021831,D0095461,2025-06-04,Damaged parcel,Resolved,VALID
INC021832,D0095462,2025-06-22,Damaged parcel,Resolved,VALID
INC021833,D0095464,2025-06-30,Lost parcel,Resolved,VALID
INC021834,D0095477,2025-06-08,Wrong address,Resolved,VALID
INC021835,D0095478,2025-06-10,Wrong address,Resolved,VALID
INC021836,D0095479,2025-06-25,Damaged parcel,Resolved,VALID
INC021837,D0095486,2025-06-13,Late delivery,Resolved,VALID
INC021838,D0095495,2025-06-14,Wrong address,Resolved,VALID
INC021839,D0095499,2025-06-26,Damaged parcel,Resolved,VALID
INC021840,D0095500,2025-06-25,Vehicle breakdown,Resolved,VALID
INC021841,D0095501,2025-06-26,Customer complaint,Pending,VALID
INC021842,D0095504,2025-06-19,Damaged parcel,Resolved,VALID
INC021843,D0095506,2024-10-26,Damaged parcel,Resolved,VALID
INC021844,D0095524,2024-10-28,Vehicle breakdown,Resolved,VALID
INC021845,D0095527,2024-10-05,Customer complaint,Resolved,VALID
INC021846,D0095529,2024-10-25,Customer complaint,Resolved,VALID
INC021847,D0095532,2024-10-18,Wrong address,Pending,VALID
INC021848,D0095538,2024-10-15,Late delivery,Resolved,VALID
INC021849,D0095539,2024-10-24,Late delivery,Resolved,VALID
INC021850,D0095543,2024-10-08,Vehicle breakdown,Resolved,VALID
INC021851,D0095549,2024-11-25,Damaged parcel,Resolved,VALID
INC021852,D0095553,2024-11-15,Customer complaint,Resolved,VALID
INC021853,D0095581,2024-11-02,Vehicle breakdown,Resolved,VALID
INC021854,D0095594,2024-12-03,Late delivery,Resolved,VALID
INC021855,D0095606,2024-12-13,Wrong address,Resolved,VALID
INC021856,D0095609,2024-12-02,Late delivery,Resolved,VALID
INC021857,D0095611,2024-12-04,Damaged parcel,Resolved,VALID
INC021858,D0095617,2024-12-14,Wrong address,Resolved,VALID
INC021859,D0095619,2024-12-26,Customer complaint,Resolved,VALID
INC021860,D0095627,2024-12-04,Late delivery,Resolved,VALID
INC021861,D0095636,2024-12-12,Customer complaint,Resolved,VALID
INC021862,D0095638,2024-12-04,Late delivery,Resolved,VALID
INC021863,D0095641,2025-01-31,Damaged parcel,Resolved,VALID
INC021864,D0095644,2025-01-05,Damaged parcel,Resolved,VALID
INC021865,D0095650,2025-01-14,Wrong address,Resolved,VALID
INC021866,D0095661,2025-01-10,Late delivery,Resolved,VALID
INC021867,D0095662,2025-01-17,Customer complaint,Resolved,VALID
INC021868,D0095665,2025-01-07,Wrong address,Resolved,VALID
INC021869,D0095667,2025-01-23,Damaged parcel,Resolved,VALID
INC021870,D0095676,2025-02-05,Wrong address,Escalated,VALID
INC021871,D0095683,2025-02-10,Vehicle breakdown,Escalated,VALID
INC021872,D0095686,2025-02-08,Late delivery,Resolved,VALID
INC021873,D0095692,2025-02-18,Wrong address,Pending,VALID
INC021874,D0095700,2025-02-04,Damaged parcel,Resolved,VALID
INC021875,D0095706,2025-02-28,Customer complaint,Resolved,VALID
INC021876,D0095707,2025-03-24,Lost parcel,Resolved,VALID
INC021877,D0095708,2025-03-08,Vehicle breakdown,Resolved,VALID
INC021878,D0095712,2025-03-20,Customer complaint,Resolved,VALID
INC021879,D0095718,2025-03-19,Damaged parcel,Resolved,VALID
INC021880,D0095719,2025-03-20,Damaged parcel,Resolved,VALID
INC021881,D0095721,2025-03-13,Lost parcel,Pending,VALID
INC021882,D0095724,2025-03-24,Damaged parcel,Resolved,VALID
INC021883,D0095727,2025-03-12,Vehicle breakdown,Pending,VALID
INC021884,D0095730,2025-03-04,Damaged parcel,Resolved,VALID
INC021885,D0095731,2025-03-28,Wrong address,Escalated,VALID
INC021886,D0095733,2025-03-18,Vehicle breakdown,Resolved,VALID
INC021887,D0095738,2025-03-02,Late delivery,Resolved,VALID
INC021888,D0095739,2025-03-09,Vehicle breakdown,Resolved,VALID
INC021889,D0095740,2025-03-01,Lost parcel,Pending,VALID
INC021890,D0095745,2025-03-20,Vehicle breakdown,Resolved,VALID
INC021891,D0095749,2025-03-26,Customer complaint,Resolved,VALID
INC021892,D0095753,2025-04-12,Customer complaint,Resolved,VALID
INC021893,D0095761,2025-04-20,Vehicle breakdown,Pending,VALID
INC021894,D0095763,2025-04-03,Late delivery,Resolved,VALID
INC021895,D0095771,2025-04-27,Late delivery,Resolved,VALID
INC021896,D0095780,2025-04-01,Vehicle breakdown,Pending,VALID
INC021897,D0095783,2025-04-11,Damaged parcel,Resolved,VALID
INC021898,D0095791,2025-04-28,Customer complaint,Pending,VALID
INC021899,D0095794,2025-04-26,Late delivery,Resolved,VALID
INC021900,D0095796,2025-04-26,Damaged parcel,Resolved,VALID
INC021901,D0095802,2025-05-15,Wrong address,Resolved,VALID
INC021902,D0095803,2025-05-12,Customer complaint,Resolved,VALID
INC021903,D0095815,2025-05-30,Wrong address,Resolved,VALID
INC021904,D0095816,2025-05-18,Wrong address,Resolved,VALID
INC021905,D0095820,2025-05-09,Late delivery,Resolved,VALID
INC021906,D0095826,2025-05-14,Wrong address,Resolved,VALID
INC021907,D0095827,2025-05-13,Vehicle breakdown,Resolved,VALID
INC021908,D0095837,2025-05-02,Customer complaint,Resolved,VALID
INC021909,D0095839,2025-05-27,Late delivery,Resolved,VALID
INC021910,D0095844,2025-05-29,Wrong address,Resolved,VALID
INC021911,D0095848,2025-05-10,Lost parcel,Resolved,VALID
INC021912,D0095849,2025-05-27,Customer complaint,Resolved,VALID
INC021913,D0095854,2025-06-22,Customer complaint,Pending,VALID
INC021914,D0095858,2025-06-13,Lost parcel,Pending,VALID
INC021915,D0095874,2025-06-04,Late delivery,Resolved,VALID
INC021916,D0095875,2025-06-20,Wrong address,Resolved,VALID
INC021917,D0095878,2025-06-16,Lost parcel,Escalated,VALID
INC021918,D0095879,2025-06-30,Damaged parcel,Resolved,VALID
INC021919,D0095880,2025-06-10,Wrong address,Resolved,VALID
INC021920,D0095888,2025-06-26,Damaged parcel,Resolved,VALID
INC021921,D0095894,2025-06-10,Damaged parcel,Resolved,VALID
INC021922,D0095913,2024-10-04,Lost parcel,Resolved,VALID
INC021923,D0095916,2024-10-28,Damaged parcel,Pending,VALID
INC021924,D0095922,2024-10-16,Lost parcel,Resolved,VALID
INC021925,D0095927,2024-10-21,Damaged parcel,Resolved,VALID
INC021926,D0095928,2024-10-05,Late delivery,Resolved,VALID
INC021927,D0095929,2024-10-20,Late delivery,Pending,VALID
INC021928,D0095932,2024-10-27,Wrong address,Resolved,VALID
INC021929,D0095933,2024-10-02,Damaged parcel,Escalated,VALID
INC021930,D0095941,2024-10-21,Late delivery,Escalated,VALID
INC021931,D0095943,2024-10-13,Wrong address,Resolved,VALID
INC021932,D0095954,2024-10-14,Late delivery,Resolved,VALID
INC021933,D0095968,2024-10-14,Damaged parcel,Resolved,VALID
INC021934,D0095973,2024-11-18,Customer complaint,Resolved,VALID
INC021935,D0095976,2024-11-29,Customer complaint,Resolved,VALID
INC021936,D0095983,2024-11-14,Lost parcel,Escalated,VALID
INC021937,D0095985,2024-11-24,Lost parcel,Pending,VALID
INC021938,D0095986,2024-11-29,Vehicle breakdown,Pending,VALID
INC021939,D0095992,2024-11-21,Customer complaint,Pending,VALID
INC021940,D0095995,2024-11-27,Late delivery,Resolved,VALID
INC021941,D0095996,2024-11-13,Customer complaint,Resolved,VALID
INC021942,D0096001,2024-11-12,Damaged parcel,Escalated,VALID
INC021943,D0096003,2024-11-08,Customer complaint,Resolved,VALID
INC021944,D0096012,2024-11-25,Vehicle breakdown,Resolved,VALID
INC021945,D0096013,2024-11-20,Damaged parcel,Resolved,VALID
INC021946,D0096015,2024-11-08,Damaged parcel,Resolved,VALID
INC021947,D0096024,2024-11-18,Damaged parcel,Resolved,VALID
INC021948,D0096033,2024-11-03,Vehicle breakdown,Resolved,VALID
INC021949,D0096036,2024-11-09,Lost parcel,Resolved,VALID
INC021950,D0096039,2024-11-05,Damaged parcel,Resolved,VALID
INC021951,D0096049,2024-12-21,Wrong address,Resolved,VALID
INC021952,D0096054,2024-12-11,Late delivery,Resolved,VALID
INC021953,D0096059,2024-12-06,Late delivery,Resolved,VALID
INC021954,D0096060,2024-12-17,Customer complaint,Resolved,VALID
INC021955,D0096064,2024-12-13,Customer complaint,Resolved,VALID
INC021956,D0096065,2024-12-14,Customer complaint,Escalated,VALID
INC021957,D0096067,2024-12-15,Lost parcel,Resolved,VALID
INC021958,D0096069,2024-12-10,Late delivery,Resolved,VALID
INC021959,D0096077,2024-12-16,Late delivery,Resolved,VALID
INC021960,D0096078,2024-12-30,Customer complaint,Resolved,VALID
INC021961,D0096081,2024-12-24,Damaged parcel,Escalated,VALID
INC021962,D0096082,2024-12-20,Lost parcel,Resolved,VALID
INC021963,D0096091,2024-12-09,Vehicle breakdown,Resolved,VALID
INC021964,D0096095,2024-12-26,Wrong address,Resolved,VALID
INC021965,D0096100,2024-12-18,Wrong address,Resolved,VALID
INC021966,D0096105,2025-01-22,Lost parcel,Pending,VALID
INC021967,D0096108,2025-01-12,Wrong address,Resolved,VALID
INC021968,D0096109,2025-01-11,Vehicle breakdown,Resolved,VALID
INC021969,D0096111,2025-01-13,Damaged parcel,Resolved,VALID
INC021970,D0096119,2025-01-30,Late delivery,Resolved,VALID
INC021971,D0096127,2025-01-12,Customer complaint,Resolved,VALID
INC021972,D0096140,2025-01-08,Vehicle breakdown,Resolved,VALID
INC021973,D0096141,2025-01-08,Wrong address,Resolved,VALID
INC021974,D0096146,2025-02-21,Damaged parcel,Resolved,VALID
INC021975,D0096157,2025-02-09,Vehicle breakdown,Resolved,VALID
INC021976,D0096158,2025-02-04,Customer complaint,Escalated,VALID
INC021977,D0096171,2025-02-18,Damaged parcel,Resolved,VALID
INC021978,D0096172,2025-02-17,Lost parcel,Resolved,VALID
INC021979,D0096176,2025-02-04,Vehicle breakdown,Resolved,VALID
INC021980,D0096183,2025-03-19,Damaged parcel,Resolved,VALID
INC021981,D0096187,2025-03-30,Late delivery,Resolved,VALID
